it,alpha_cvar,alpha_pow,ent_cvar,ent_pow,pstd_a_steer,pstd_a_thr,qspread_a,pstd_b_steer,pstd_b_thr,qspread_b,v_cap,k_slip,mu_min,mu_max,r_a,r_b,term,off_a,off_b,crash_a,crash_b,flip_a,flip_b,spun_a,spun_b,obs_a,obs_b
754000,0.5379,0.5379,-6.8144,-6.7822,0.0112,0.0170,1.0759,0.0219,0.0171,0.6753,10.00,0.200,0.570,0.680,0.0415,0.0559,0.0088,0.00220,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00146
754200,0.5379,0.5379,-6.8388,-6.6312,0.0147,0.0226,0.8254,0.0218,0.0197,0.6800,10.00,0.200,0.570,0.680,0.0460,0.0555,0.0078,0.00220,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00146
754400,0.5379,0.5379,-6.8388,-6.6312,0.0147,0.0196,0.8720,0.0156,0.0140,0.7861,10.00,0.200,0.570,0.680,0.0368,0.0570,0.0081,0.00317,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00098
754600,0.5379,0.5379,-6.8967,-6.5898,0.0101,0.0194,0.8826,0.0172,0.0130,0.8065,10.00,0.200,0.570,0.680,0.0422,0.0501,0.0085,0.00269,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00171
754800,0.5379,0.5379,-6.8967,-6.5898,0.0174,0.0134,0.6950,0.0230,0.0182,0.5838,10.00,0.200,0.570,0.680,0.0355,0.0519,0.0098,0.00342,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00171
755000,0.5379,0.5379,-6.8967,-6.5898,0.0207,0.0100,0.8387,0.0180,0.0110,0.7462,10.00,0.200,0.570,0.680,0.0392,0.0492,0.0100,0.00342,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00269,0.00098
755200,0.5379,0.5379,-7.0208,-6.8156,0.0148,0.0154,0.8911,0.0176,0.0157,0.7439,10.00,0.200,0.570,0.680,0.0386,0.0493,0.0107,0.00220,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00317,0.00317
755400,0.5379,0.5379,-7.0208,-6.8156,0.0152,0.0030,0.5590,0.0178,0.0113,0.4333,10.00,0.200,0.570,0.680,-0.0185,-0.0190,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
755600,0.5379,0.5379,-6.9223,-6.9351,0.0163,0.0156,0.9614,0.0175,0.0156,0.5631,10.00,0.200,0.570,0.680,0.0417,0.0416,0.0100,0.00317,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00220
755800,0.5379,0.5379,-6.9223,-6.9351,0.0109,0.0133,0.9498,0.0116,0.0121,0.6583,10.00,0.200,0.570,0.680,0.0388,0.0361,0.0112,0.00293,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00269,0.00220
756000,0.5379,0.5379,-6.9223,-6.9351,0.0157,0.0088,0.8801,0.0262,0.0250,0.6066,10.00,0.200,0.570,0.680,0.0238,0.0360,0.0120,0.00366,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00317,0.00244
756200,0.5379,0.5379,-6.8512,-6.6374,0.0118,0.0131,0.8495,0.0141,0.0178,0.5463,10.00,0.200,0.570,0.680,0.0285,0.0284,0.0125,0.00366,0.00317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00317
756400,0.5379,0.5379,-6.8512,-6.6374,0.0142,0.0140,0.8141,0.0206,0.0150,0.6062,10.00,0.200,0.570,0.680,0.0335,0.0357,0.0107,0.00317,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00244
756600,0.5379,0.5379,-6.9928,-6.7540,0.0106,0.0148,0.7512,0.0120,0.0119,0.6768,10.00,0.200,0.570,0.680,0.0354,0.0300,0.0125,0.00342,0.00464,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00269
756800,0.5379,0.5379,-6.9928,-6.7540,0.0109,0.0105,0.7381,0.0181,0.0129,0.6970,10.00,0.200,0.570,0.680,0.0414,0.0345,0.0110,0.00269,0.00439,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00244
757000,0.5379,0.5379,-6.9928,-6.7540,0.0174,0.0137,0.8365,0.0152,0.0103,0.7442,10.00,0.200,0.570,0.680,0.0353,0.0420,0.0100,0.00342,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00244
757200,0.5379,0.5379,-7.1034,-6.8700,0.0145,0.0020,0.6265,0.0230,0.0164,0.3553,10.00,0.200,0.570,0.680,-0.0066,-0.0074,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
757400,0.5379,0.5379,-7.1034,-6.8700,0.0152,0.0138,0.8193,0.0120,0.0146,0.6263,10.00,0.200,0.570,0.680,0.0374,0.0448,0.0103,0.00244,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00342
757600,0.5379,0.5379,-7.0555,-6.8803,0.0149,0.0102,0.7693,0.0193,0.0151,0.7543,10.00,0.200,0.570,0.680,0.0328,0.0401,0.0120,0.00317,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00293,0.00342
757800,0.5379,0.5379,-7.0555,-6.8803,0.0150,0.0138,0.9508,0.0194,0.0156,0.6885,10.00,0.200,0.570,0.680,0.0488,0.0553,0.0078,0.00220,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00195
758000,0.5379,0.5379,-7.0555,-6.8803,0.0136,0.0114,0.9375,0.0154,0.0192,0.5162,10.00,0.200,0.570,0.680,0.0467,0.0498,0.0095,0.00293,0.00464,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00122
758200,0.5379,0.5379,-7.0483,-6.7547,0.0130,0.0155,0.8635,0.0165,0.0102,0.6764,10.00,0.200,0.570,0.680,0.0458,0.0566,0.0068,0.00220,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00171
758400,0.5379,0.5379,-7.0483,-6.7547,0.0133,0.0179,0.7154,0.0156,0.0138,0.7096,10.00,0.200,0.570,0.680,0.0364,0.0410,0.0112,0.00293,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00269,0.00439
758600,0.5379,0.5379,-6.9184,-6.7967,0.0182,0.0106,0.9243,0.0141,0.0262,0.7838,10.00,0.200,0.570,0.680,0.0481,0.0421,0.0103,0.00195,0.00415,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00171
758800,0.5379,0.5379,-6.9184,-6.7967,0.0187,0.0147,0.7464,0.0176,0.0168,0.6266,10.00,0.200,0.570,0.680,0.0389,0.0553,0.0088,0.00269,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00244
759000,0.5379,0.5379,-6.9184,-6.7967,0.0199,0.0053,0.5436,0.0159,0.0112,0.4094,10.00,0.200,0.570,0.680,0.0061,0.0059,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
759200,0.5379,0.5379,-6.7908,-6.7428,0.0165,0.0159,0.7357,0.0209,0.0146,0.6385,10.00,0.200,0.570,0.680,0.0363,0.0384,0.0110,0.00342,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00244
759400,0.5379,0.5379,-6.7908,-6.7428,0.0140,0.0157,1.0376,0.0132,0.0110,0.8184,10.00,0.200,0.570,0.680,0.0473,0.0403,0.0103,0.00220,0.00317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00244
759600,0.5379,0.5379,-6.8610,-6.6697,0.0169,0.0130,0.8595,0.0163,0.0136,0.6455,10.00,0.200,0.570,0.680,0.0442,0.0217,0.0103,0.00171,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00391
759800,0.5379,0.5379,-6.8610,-6.6697,0.0130,0.0114,0.8008,0.0211,0.0152,0.6612,10.00,0.200,0.570,0.680,0.0329,0.0460,0.0112,0.00293,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00293,0.00195
760000,0.5379,0.5379,-6.8610,-6.6697,0.0112,0.0176,0.7214,0.0116,0.0185,0.6887,10.00,0.200,0.570,0.680,0.0427,0.0374,0.0093,0.00244,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00220
760200,0.5379,0.5379,-6.8289,-6.8212,0.0106,0.0133,0.7975,0.0237,0.0147,0.6880,10.00,0.200,0.570,0.680,0.0372,0.0503,0.0088,0.00293,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00098
760400,0.5379,0.5379,-6.8289,-6.8212,0.0195,0.0137,0.6379,0.0248,0.0224,0.7187,10.00,0.200,0.570,0.680,0.0474,0.0399,0.0100,0.00244,0.00391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00293
760600,0.5379,0.5379,-6.8042,-6.8756,0.0178,0.0178,0.8035,0.0241,0.0147,0.6323,10.00,0.200,0.570,0.680,0.0426,0.0372,0.0105,0.00293,0.00415,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00195
760800,0.5379,0.5379,-6.8042,-6.8756,0.0148,0.0030,0.5911,0.0250,0.0094,0.4511,10.00,0.200,0.570,0.680,0.0189,0.0201,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
761000,0.5379,0.5379,-6.8042,-6.8756,0.0166,0.0125,0.7859,0.0225,0.0145,0.6483,10.00,0.200,0.570,0.680,0.0298,0.0530,0.0095,0.00244,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00293,0.00122
761200,0.5379,0.5379,-6.9589,-6.7527,0.0139,0.0145,0.7246,0.0141,0.0134,0.7029,10.00,0.200,0.570,0.680,0.0306,0.0458,0.0115,0.00195,0.00391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00391,0.00171
761400,0.5379,0.5379,-6.9589,-6.7527,0.0197,0.0122,0.8216,0.0155,0.0151,0.6225,10.00,0.200,0.570,0.680,0.0367,0.0574,0.0076,0.00317,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00146
761600,0.5379,0.5379,-6.9629,-6.9692,0.0153,0.0131,0.8237,0.0222,0.0324,0.6786,10.00,0.200,0.570,0.680,0.0356,0.0579,0.0083,0.00342,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00122
761800,0.5379,0.5379,-6.9629,-6.9692,0.0108,0.0145,0.9989,0.0096,0.0137,0.7233,10.00,0.200,0.570,0.680,0.0277,0.0340,0.0112,0.00293,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00293
762000,0.5379,0.5379,-6.9629,-6.9692,0.0110,0.0128,0.9829,0.0186,0.0181,0.6990,10.00,0.200,0.570,0.680,0.0326,0.0427,0.0110,0.00464,0.00391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00122
762200,0.5379,0.5379,-6.9467,-6.8569,0.0127,0.0110,0.8956,0.0215,0.0131,0.7016,10.00,0.200,0.570,0.680,0.0464,0.0399,0.0105,0.00269,0.00415,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00220
762400,0.5379,0.5379,-6.9467,-6.8569,0.0152,0.0129,0.7421,0.0141,0.0158,0.5928,10.00,0.200,0.570,0.680,0.0388,0.0441,0.0100,0.00342,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00244
762600,0.5379,0.5379,-6.9276,-6.8267,0.0160,0.0092,0.6330,0.0205,0.0091,0.4669,10.00,0.200,0.570,0.680,0.0341,0.0317,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
762800,0.5379,0.5379,-6.9276,-6.8267,0.0160,0.0134,0.7326,0.0158,0.0140,0.7668,10.00,0.200,0.570,0.680,0.0417,0.0337,0.0107,0.00244,0.00317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00342
763000,0.5379,0.5379,-6.9276,-6.8267,0.0115,0.0087,0.7283,0.0174,0.0171,0.7101,10.00,0.200,0.570,0.680,0.0423,0.0391,0.0112,0.00366,0.00415,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00220
763200,0.5379,0.5379,-7.1169,-6.6705,0.0132,0.0134,0.6786,0.0147,0.0157,0.6804,10.00,0.200,0.570,0.680,0.0458,0.0409,0.0100,0.00171,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00293,0.00244
763400,0.5379,0.5379,-7.1169,-6.6705,0.0182,0.0096,0.7799,0.0157,0.0229,0.7978,10.00,0.200,0.570,0.680,0.0496,0.0292,0.0110,0.00171,0.00415,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00317
763600,0.5379,0.5379,-6.9852,-6.7829,0.0176,0.0099,0.8438,0.0110,0.0191,0.8840,10.00,0.200,0.570,0.680,0.0449,0.0488,0.0081,0.00220,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00220
763800,0.5379,0.5379,-6.9852,-6.7829,0.0114,0.0145,0.9760,0.0130,0.0136,0.7045,10.00,0.200,0.570,0.680,0.0510,0.0452,0.0076,0.00171,0.00171,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00269
764000,0.5379,0.5379,-6.9852,-6.7829,0.0093,0.0105,1.1992,0.0190,0.0128,0.6850,10.00,0.200,0.570,0.680,0.0466,0.0532,0.0078,0.00220,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00171
764200,0.5379,0.5379,-7.0219,-6.8486,0.0068,0.0125,1.0268,0.0140,0.0143,0.6537,10.00,0.200,0.570,0.680,0.0322,0.0432,0.0112,0.00415,0.00391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00122
764400,0.5379,0.5379,-7.0219,-6.8486,0.0167,0.0082,0.6391,0.0165,0.0191,0.4950,10.00,0.200,0.570,0.680,0.0480,0.0443,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
764600,0.5379,0.5379,-6.9432,-6.7860,0.0198,0.0105,0.7853,0.0126,0.0135,0.6324,10.00,0.200,0.570,0.680,0.0414,0.0416,0.0098,0.00195,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00342
764800,0.5379,0.5379,-6.9432,-6.7860,0.0114,0.0184,0.7763,0.0100,0.0156,0.7208,10.00,0.200,0.570,0.680,0.0308,0.0289,0.0117,0.00391,0.00317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00342
765000,0.5379,0.5379,-6.9432,-6.7860,0.0110,0.0139,0.8707,0.0134,0.0144,0.6272,10.00,0.200,0.570,0.680,0.0376,0.0441,0.0103,0.00244,0.00366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00171
765200,0.5379,0.5379,-6.9119,-6.8552,0.0092,0.0133,0.8319,0.0119,0.0148,0.8278,10.00,0.200,0.570,0.680,0.0364,0.0433,0.0100,0.00269,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00220
765400,0.5379,0.5379,-6.9119,-6.8552,0.0090,0.0155,0.9193,0.0094,0.0147,0.6378,10.00,0.200,0.570,0.680,0.0403,0.0504,0.0068,0.00195,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00098
765600,0.5379,0.5379,-7.0895,-6.9163,0.0123,0.0086,0.8931,0.0078,0.0195,0.6939,10.00,0.200,0.570,0.680,0.0441,0.0396,0.0085,0.00195,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00293
765800,0.5379,0.5379,-7.0895,-6.9163,0.0111,0.0177,0.6926,0.0141,0.0141,0.7012,10.00,0.200,0.570,0.680,0.0414,0.0515,0.0085,0.00293,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00244
766000,0.5379,0.5379,-7.0895,-6.9163,0.0070,0.0139,0.8666,0.0174,0.0122,0.6246,10.00,0.200,0.570,0.680,0.0185,0.0452,0.0112,0.00366,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00269,0.00244
766200,0.5379,0.5379,-6.8795,-6.9099,0.0195,0.0074,0.6389,0.0225,0.0115,0.5028,10.00,0.200,0.570,0.680,0.0629,0.0563,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
766400,0.5379,0.5379,-6.8795,-6.9099,0.0137,0.0138,0.8738,0.0171,0.0181,0.5708,10.00,0.200,0.570,0.680,0.0209,0.0513,0.0105,0.00439,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00269,0.00122
766600,0.5379,0.5379,-6.9576,-6.8042,0.0143,0.0138,0.8911,0.0147,0.0140,0.8467,10.00,0.200,0.570,0.680,0.0283,0.0331,0.0112,0.00317,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00293,0.00317
766800,0.5379,0.5379,-6.9576,-6.8042,0.0146,0.0138,0.7367,0.0208,0.0146,0.6681,10.00,0.200,0.570,0.680,0.0321,0.0425,0.0103,0.00244,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00342,0.00220
767000,0.5379,0.5379,-6.9576,-6.8042,0.0143,0.0173,0.9621,0.0148,0.0175,0.6383,10.00,0.200,0.570,0.680,0.0382,0.0514,0.0093,0.00220,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00146
767200,0.5379,0.5379,-6.8997,-6.8061,0.0139,0.0173,0.8902,0.0162,0.0129,0.6880,10.00,0.200,0.570,0.680,0.0336,0.0407,0.0085,0.00293,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00171
767400,0.5379,0.5379,-6.8997,-6.8061,0.0199,0.0174,0.8415,0.0127,0.0120,0.6119,10.00,0.200,0.570,0.680,0.0376,0.0258,0.0105,0.00220,0.00366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00244
767600,0.5379,0.5379,-6.9745,-6.7685,0.0141,0.0143,0.9174,0.0123,0.0173,0.7200,10.00,0.200,0.570,0.680,0.0437,0.0409,0.0095,0.00293,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00317
767800,0.5379,0.5379,-6.9745,-6.7685,0.0155,0.0183,0.7563,0.0219,0.0184,0.5871,10.00,0.200,0.570,0.680,0.0389,0.0543,0.0081,0.00220,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00122
768000,0.5379,0.5379,-6.9745,-6.7685,0.0134,0.0085,0.7798,0.0228,0.0216,0.4705,10.00,0.200,0.570,0.680,0.0750,0.0662,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
768200,0.5379,0.5379,-7.0355,-6.8393,0.0117,0.0108,0.8125,0.0189,0.0134,0.6180,10.00,0.200,0.570,0.680,0.0088,0.0568,0.0115,0.00488,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00317,0.00146
768400,0.5379,0.5379,-7.0355,-6.8393,0.0145,0.0143,0.8596,0.0158,0.0189,0.7951,10.00,0.200,0.570,0.680,0.0417,0.0475,0.0083,0.00269,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00171
768600,0.5379,0.5379,-6.8649,-6.6644,0.0172,0.0141,0.7960,0.0164,0.0142,0.6156,10.00,0.200,0.570,0.680,0.0282,0.0405,0.0110,0.00415,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00293
768800,0.5379,0.5379,-6.8649,-6.6644,0.0116,0.0100,0.8314,0.0166,0.0151,0.7616,10.00,0.200,0.570,0.680,0.0289,0.0303,0.0127,0.00244,0.00391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00293,0.00342
769000,0.5379,0.5379,-6.8649,-6.6644,0.0105,0.0134,0.8303,0.0172,0.0141,0.7603,10.00,0.200,0.570,0.680,0.0432,0.0452,0.0085,0.00195,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00244
769200,0.5379,0.5379,-6.8605,-6.8273,0.0132,0.0132,0.7819,0.0155,0.0181,0.6614,10.00,0.200,0.570,0.680,0.0196,0.0519,0.0103,0.00366,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00195
769400,0.5379,0.5379,-6.8605,-6.8273,0.0195,0.0267,0.6585,0.0180,0.0119,0.6894,10.00,0.200,0.570,0.680,0.0391,0.0563,0.0071,0.00220,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00122
769600,0.5379,0.5379,-6.9531,-6.8624,0.0114,0.0216,0.8206,0.0206,0.0179,0.6515,10.00,0.200,0.570,0.680,0.0346,0.0435,0.0110,0.00415,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00195
769800,0.5379,0.5379,-6.9531,-6.8624,0.0112,0.0103,0.7409,0.0123,0.0146,0.5236,10.00,0.200,0.570,0.680,0.0839,0.0718,0.0005,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
770000,0.5379,0.5379,-6.9531,-6.8624,0.0141,0.0119,0.7786,0.0180,0.0173,0.6737,10.00,0.200,0.570,0.680,0.0452,0.0361,0.0098,0.00244,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00342
