it,alpha_cvar,alpha_pow,ent_cvar,ent_pow,pstd_a_steer,pstd_a_thr,qspread_a,pstd_b_steer,pstd_b_thr,qspread_b,v_cap,k_slip,mu_min,mu_max,r_a,r_b,term,off_a,off_b,crash_a,crash_b,flip_a,flip_b,spun_a,spun_b,obs_a,obs_b
770200,0.5379,0.5379,-6.8792,-6.8824,0.0136,0.0152,0.8211,0.0120,0.0145,0.8647,10.00,0.200,0.570,0.680,0.0486,0.0500,0.0088,0.00220,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00244
770400,0.5379,0.5379,-6.8792,-6.8824,0.0147,0.0166,0.7349,0.0209,0.0206,0.7221,10.00,0.200,0.570,0.680,0.0384,0.0474,0.0107,0.00342,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00195
770600,0.5379,0.5379,-6.8826,-6.8182,0.0099,0.0140,0.8466,0.0191,0.0132,0.6998,10.00,0.200,0.570,0.680,0.0462,0.0510,0.0093,0.00244,0.00317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00195
770800,0.5379,0.5379,-6.8826,-6.8182,0.0081,0.0135,1.0036,0.0116,0.0133,0.8039,10.00,0.200,0.570,0.680,0.0551,0.0452,0.0068,0.00146,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00146
771000,0.5379,0.5379,-6.8826,-6.8182,0.0084,0.0101,0.9518,0.0134,0.0120,0.7186,10.00,0.200,0.570,0.680,0.0539,0.0420,0.0081,0.00195,0.00366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00146
771200,0.5379,0.5379,-6.9636,-6.9156,0.0180,0.0117,0.9512,0.0257,0.0171,0.5533,10.00,0.200,0.570,0.680,0.0532,0.0416,0.0100,0.00244,0.00464,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00122
771400,0.5379,0.5379,-6.9636,-6.9156,0.0121,0.0104,0.7595,0.0205,0.0131,0.5863,10.00,0.200,0.570,0.680,0.0489,0.0507,0.0081,0.00195,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00220
771600,0.5379,0.5379,-6.8977,-6.7883,0.0162,0.0138,0.7921,0.0092,0.0106,0.6085,10.00,0.200,0.570,0.680,0.0897,0.0830,0.0000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
771800,0.5379,0.5379,-6.8977,-6.7883,0.0155,0.0129,0.7491,0.0187,0.0233,0.6450,10.00,0.200,0.570,0.680,0.0573,0.0422,0.0073,0.00098,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00317
772000,0.5379,0.5379,-6.8977,-6.7883,0.0155,0.0121,0.8071,0.0136,0.0157,0.8277,10.00,0.200,0.570,0.680,0.0525,0.0310,0.0103,0.00220,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00415
772200,0.5379,0.5379,-6.9219,-6.9018,0.0148,0.0116,0.7489,0.0186,0.0177,0.5930,10.00,0.200,0.570,0.680,0.0462,0.0478,0.0095,0.00269,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00195
772400,0.5379,0.5379,-6.9219,-6.9018,0.0108,0.0169,0.9675,0.0185,0.0146,0.7569,10.00,0.200,0.570,0.680,0.0498,0.0469,0.0073,0.00146,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00244
772600,0.5379,0.5379,-7.0181,-6.7571,0.0092,0.0125,0.7685,0.0155,0.0135,0.7906,10.00,0.200,0.570,0.680,0.0259,0.0438,0.0112,0.00366,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00293,0.00244
772800,0.5379,0.5379,-7.0181,-6.7571,0.0216,0.0156,0.7068,0.0193,0.0120,0.8959,10.00,0.200,0.570,0.680,0.0479,0.0156,0.0093,0.00195,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00342
773000,0.5379,0.5379,-7.0181,-6.7571,0.0111,0.0125,0.8221,0.0120,0.0182,0.6499,10.00,0.200,0.570,0.680,0.0371,0.0352,0.0115,0.00269,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00293,0.00293
773200,0.5379,0.5379,-6.8660,-6.8545,0.0173,0.0192,0.7156,0.0165,0.0157,0.7010,10.00,0.200,0.570,0.680,0.0292,0.0560,0.0095,0.00342,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00171
773400,0.5379,0.5379,-6.8660,-6.8545,0.0118,0.0118,0.8231,0.0236,0.0172,0.5613,10.00,0.200,0.570,0.680,0.0885,0.0889,0.0007,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
773600,0.5379,0.5379,-7.0333,-6.6784,0.0220,0.0141,0.7672,0.0155,0.0204,0.7421,10.00,0.200,0.570,0.680,0.0271,0.0332,0.0107,0.00195,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00317
773800,0.5379,0.5379,-7.0333,-6.6784,0.0183,0.0175,0.8589,0.0154,0.0172,0.6650,10.00,0.200,0.570,0.680,0.0416,0.0468,0.0100,0.00244,0.00391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00171
774000,0.5379,0.5379,-7.0333,-6.6784,0.0119,0.0094,0.9134,0.0184,0.0113,0.6323,10.00,0.200,0.570,0.680,0.0238,0.0432,0.0117,0.00293,0.00415,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00293,0.00171
774200,0.5379,0.5379,-7.0753,-6.8405,0.0077,0.0084,0.9947,0.0147,0.0213,0.8140,10.00,0.200,0.570,0.680,0.0354,0.0441,0.0098,0.00269,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00220
774400,0.5379,0.5379,-7.0753,-6.8405,0.0138,0.0122,0.9462,0.0132,0.0140,0.7159,10.00,0.200,0.570,0.680,0.0352,0.0361,0.0090,0.00317,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00244
774600,0.5379,0.5379,-6.9562,-6.8381,0.0156,0.0130,0.8750,0.0140,0.0209,0.6981,10.00,0.200,0.570,0.680,0.0335,0.0365,0.0105,0.00342,0.00391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00195
774800,0.5379,0.5379,-6.9562,-6.8381,0.0208,0.0112,0.9955,0.0184,0.0274,0.6378,10.00,0.200,0.570,0.680,0.0470,0.0474,0.0081,0.00269,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00269
775000,0.5379,0.5379,-6.9562,-6.8381,0.0178,0.0079,0.7183,0.0247,0.0225,0.5416,10.00,0.200,0.570,0.680,0.0428,0.0322,0.0093,0.00171,0.00439,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00171
775200,0.5379,0.5379,-6.8499,-6.6984,0.0141,0.0121,0.9324,0.0212,0.0181,0.6431,10.00,0.200,0.570,0.680,0.0878,0.0911,0.0012,0.00073,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
775400,0.5379,0.5379,-6.8499,-6.6984,0.0148,0.0151,0.7764,0.0144,0.0182,0.9355,10.00,0.200,0.570,0.680,0.0394,0.0230,0.0117,0.00244,0.00391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00342
775600,0.5379,0.5379,-6.9284,-6.8918,0.0175,0.0087,1.0358,0.0136,0.0158,0.5480,10.00,0.200,0.570,0.680,0.0299,0.0333,0.0139,0.00391,0.00439,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00317
775800,0.5379,0.5379,-6.9284,-6.8918,0.0147,0.0230,0.7446,0.0130,0.0151,0.8307,10.00,0.200,0.570,0.680,0.0321,0.0415,0.0117,0.00439,0.00317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00269
776000,0.5379,0.5379,-6.9284,-6.8918,0.0112,0.0134,0.9672,0.0084,0.0207,0.6932,10.00,0.200,0.570,0.680,0.0309,0.0392,0.0120,0.00366,0.00317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00269,0.00244
776200,0.5379,0.5379,-6.9900,-6.8511,0.0121,0.0127,0.9279,0.0138,0.0170,0.6534,10.00,0.200,0.570,0.680,0.0241,0.0418,0.0117,0.00439,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00171
776400,0.5379,0.5379,-6.9900,-6.8511,0.0114,0.0108,0.9030,0.0123,0.0165,0.6954,10.00,0.200,0.570,0.680,0.0247,0.0469,0.0115,0.00464,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00244
776600,0.5379,0.5379,-6.9865,-6.9994,0.0121,0.0127,0.8584,0.0203,0.0156,0.6060,10.00,0.200,0.570,0.680,0.0323,0.0340,0.0132,0.00415,0.00562,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00146
776800,0.5379,0.5379,-6.9865,-6.9994,0.0152,0.0140,1.0025,0.0154,0.0120,0.8924,10.00,0.200,0.570,0.680,0.0387,0.0372,0.0110,0.00269,0.00366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00269
777000,0.5379,0.5379,-6.9865,-6.9994,0.0099,0.0099,0.9267,0.0137,0.0150,0.7021,10.00,0.200,0.570,0.680,0.0861,0.0943,0.0015,0.00098,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024
777200,0.5379,0.5379,-7.0577,-6.7338,0.0193,0.0165,0.6995,0.0210,0.0155,0.6973,10.00,0.200,0.570,0.680,0.0407,0.0523,0.0095,0.00317,0.00366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00098
777400,0.5379,0.5379,-7.0577,-6.7338,0.0190,0.0149,0.6564,0.0103,0.0116,0.7143,10.00,0.200,0.570,0.680,0.0477,0.0532,0.0095,0.00220,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00146
777600,0.5379,0.5379,-7.0730,-6.7948,0.0131,0.0104,0.8747,0.0117,0.0140,0.7440,10.00,0.200,0.570,0.680,0.0466,0.0450,0.0105,0.00244,0.00439,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00220
777800,0.5379,0.5379,-7.0730,-6.7948,0.0141,0.0156,0.8599,0.0158,0.0173,0.5875,10.00,0.200,0.570,0.680,0.0488,0.0459,0.0095,0.00220,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00269
778000,0.5379,0.5379,-7.0730,-6.7948,0.0129,0.0121,0.8855,0.0119,0.0119,0.9622,10.00,0.200,0.570,0.680,0.0395,0.0472,0.0098,0.00269,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00269,0.00195
778200,0.5379,0.5379,-7.0007,-6.7329,0.0132,0.0123,0.8231,0.0210,0.0153,0.6194,10.00,0.200,0.570,0.680,0.0513,0.0305,0.0107,0.00244,0.00366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00317
778400,0.5379,0.5379,-7.0007,-6.7329,0.0131,0.0140,0.7895,0.0124,0.0130,0.6546,10.00,0.200,0.570,0.680,0.0331,0.0503,0.0117,0.00415,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00317,0.00220
778600,0.5379,0.5379,-6.9512,-6.9324,0.0175,0.0123,0.7964,0.0168,0.0163,0.7331,10.00,0.200,0.570,0.680,0.0464,0.0330,0.0115,0.00244,0.00391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00293
778800,0.5379,0.5379,-6.9512,-6.9324,0.0110,0.0197,0.9290,0.0160,0.0093,0.6120,10.00,0.200,0.570,0.680,0.0918,0.1008,0.0005,0.00000,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000
779000,0.5379,0.5379,-6.9512,-6.9324,0.0104,0.0129,0.7989,0.0182,0.0147,0.8444,10.00,0.200,0.570,0.680,0.0427,0.0428,0.0100,0.00220,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00269
779200,0.5379,0.5379,-6.9359,-6.8540,0.0131,0.0136,0.8261,0.0164,0.0122,0.6539,10.00,0.200,0.570,0.680,0.0408,0.0530,0.0083,0.00220,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00195
779400,0.5379,0.5379,-6.9359,-6.8540,0.0159,0.0112,0.9053,0.0130,0.0149,0.7390,10.00,0.200,0.570,0.680,0.0493,0.0445,0.0088,0.00195,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00220
779600,0.5379,0.5379,-7.0131,-6.8111,0.0167,0.0143,0.6965,0.0135,0.0136,0.5906,10.00,0.200,0.570,0.680,0.0456,0.0536,0.0083,0.00220,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00171
779800,0.5379,0.5379,-7.0131,-6.8111,0.0142,0.0162,0.8689,0.0109,0.0159,0.7457,10.00,0.200,0.570,0.680,0.0402,0.0450,0.0083,0.00269,0.00171,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00220
780000,0.5379,0.5379,-7.0131,-6.8111,0.0142,0.0137,0.9106,0.0131,0.0157,0.6793,10.00,0.200,0.570,0.680,0.0446,0.0388,0.0105,0.00342,0.00366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00244
780200,0.5379,0.5379,-6.8855,-7.0555,0.0144,0.0123,0.9053,0.0126,0.0109,0.7706,10.00,0.200,0.570,0.680,0.0452,0.0439,0.0090,0.00195,0.00293,0.00000,0.00000,0.00000,0.00000,0.00024,0.00000,0.00195,0.00220
780400,0.5379,0.5379,-6.8855,-7.0555,0.0250,0.0307,0.8228,0.0203,0.0179,0.9904,10.00,0.200,0.570,0.680,0.0436,0.0391,0.0081,0.00244,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00220
780600,0.5379,0.5379,-7.0452,-6.9052,0.0117,0.0152,1.0187,0.0269,0.0213,0.7099,10.00,0.200,0.570,0.680,0.0744,0.0925,0.0039,0.00073,0.00171,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00049
780800,0.5379,0.5379,-7.0452,-6.9052,0.0113,0.0121,1.0351,0.0100,0.0143,0.8156,10.00,0.200,0.570,0.680,0.0490,0.0224,0.0103,0.00098,0.00415,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00366
781000,0.5379,0.5379,-7.0452,-6.9052,0.0136,0.0124,0.9484,0.0123,0.0155,0.6449,10.00,0.200,0.570,0.680,0.0489,0.0466,0.0085,0.00195,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00195
781200,0.5379,0.5379,-7.0363,-6.9047,0.0127,0.0157,0.9701,0.0156,0.0110,0.8324,10.00,0.200,0.570,0.680,0.0374,0.0322,0.0093,0.00293,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00195
781400,0.5379,0.5379,-7.0363,-6.9047,0.0132,0.0161,0.9089,0.0140,0.0200,0.6474,10.00,0.200,0.570,0.680,0.0424,0.0536,0.0085,0.00146,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00269,0.00146
781600,0.5379,0.5379,-6.9570,-6.7764,0.0142,0.0142,1.2653,0.0151,0.0119,0.7791,10.00,0.200,0.570,0.680,0.0350,0.0487,0.0100,0.00317,0.00366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00122
781800,0.5379,0.5379,-6.9570,-6.7764,0.0263,0.0138,1.2074,0.0105,0.0166,0.7107,10.00,0.200,0.570,0.680,0.0481,0.0533,0.0078,0.00146,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00195
782000,0.5379,0.5379,-6.9570,-6.7764,0.0104,0.0157,0.8834,0.0225,0.0130,0.6058,10.00,0.200,0.570,0.680,0.0427,0.0419,0.0098,0.00342,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00244
782200,0.5379,0.5379,-6.8936,-6.8403,0.0148,0.0106,0.9588,0.0126,0.0151,0.6721,10.00,0.200,0.570,0.680,0.0453,0.0319,0.0115,0.00122,0.00366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00342,0.00317
782400,0.5379,0.5379,-6.8936,-6.8403,0.0150,0.0139,0.8694,0.0189,0.0106,0.7005,10.00,0.200,0.570,0.680,0.0784,0.0925,0.0044,0.00146,0.00195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00049
782600,0.5379,0.5379,-6.6758,-6.7781,0.0171,0.0153,0.7683,0.0092,0.0139,0.6721,10.00,0.200,0.570,0.680,0.0457,0.0340,0.0107,0.00244,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00342
782800,0.5379,0.5379,-6.6758,-6.7781,0.0117,0.0176,0.7834,0.0172,0.0188,0.6824,10.00,0.200,0.570,0.680,0.0538,0.0425,0.0085,0.00171,0.00317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00269
783000,0.5379,0.5379,-6.6758,-6.7781,0.0188,0.0227,0.9924,0.0196,0.0141,0.4561,10.00,0.200,0.570,0.680,0.0555,0.0489,0.0073,0.00122,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00244
783200,0.5379,0.5379,-6.7948,-6.9170,0.0121,0.0131,0.8339,0.0110,0.0153,0.5673,10.00,0.200,0.570,0.680,0.0396,0.0454,0.0100,0.00269,0.00366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00171
783400,0.5379,0.5379,-6.7948,-6.9170,0.0155,0.0168,0.9489,0.0092,0.0131,0.7066,10.00,0.200,0.570,0.680,0.0489,0.0445,0.0093,0.00269,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00244
783600,0.5379,0.5379,-6.8632,-6.7837,0.0149,0.0174,0.7149,0.0083,0.0148,0.8777,10.00,0.200,0.570,0.680,0.0397,0.0355,0.0095,0.00244,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00269
783800,0.5379,0.5379,-6.8632,-6.7837,0.0131,0.0137,0.7518,0.0121,0.0126,0.6110,10.00,0.200,0.570,0.680,0.0431,0.0533,0.0081,0.00293,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00195
784000,0.5379,0.5379,-6.8632,-6.7837,0.0084,0.0117,0.9980,0.0114,0.0147,0.8235,10.00,0.200,0.570,0.680,0.0418,0.0385,0.0090,0.00195,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00220
784200,0.5379,0.5379,-6.9617,-6.6422,0.0105,0.0137,0.9761,0.0113,0.0124,0.8458,10.00,0.200,0.570,0.680,0.0656,0.0974,0.0034,0.00098,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00073
784400,0.5379,0.5379,-6.9617,-6.6422,0.0137,0.0109,0.7756,0.0096,0.0166,0.6722,10.00,0.200,0.570,0.680,0.0371,0.0254,0.0120,0.00195,0.00488,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00269
784600,0.5379,0.5379,-7.0159,-6.7353,0.0158,0.0174,0.9678,0.0127,0.0133,0.7028,10.00,0.200,0.570,0.680,0.0372,0.0362,0.0100,0.00244,0.00317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00220
784800,0.5379,0.5379,-7.0159,-6.7353,0.0110,0.0120,0.8831,0.0150,0.0189,0.8022,10.00,0.200,0.570,0.680,0.0403,0.0440,0.0095,0.00195,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00269
785000,0.5379,0.5379,-7.0159,-6.7353,0.0113,0.0138,0.8402,0.0213,0.0246,0.6952,10.00,0.200,0.570,0.680,0.0356,0.0434,0.0107,0.00342,0.00366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00220
785200,0.5379,0.5379,-7.1083,-6.8303,0.0185,0.0106,0.7519,0.0131,0.0170,0.7593,10.00,0.200,0.570,0.680,0.0463,0.0401,0.0081,0.00146,0.00146,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00342
785400,0.5379,0.5379,-7.1083,-6.8303,0.0207,0.0143,0.9146,0.0182,0.0138,0.6600,10.00,0.200,0.570,0.680,0.0385,0.0289,0.0129,0.00366,0.00464,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00342
785600,0.5379,0.5379,-6.9770,-6.9243,0.0113,0.0175,0.7596,0.0093,0.0146,0.8083,10.00,0.200,0.570,0.680,0.0307,0.0550,0.0093,0.00342,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00098
785800,0.5379,0.5379,-6.9770,-6.9243,0.0111,0.0088,0.9466,0.0135,0.0130,0.6768,10.00,0.200,0.570,0.680,0.0370,0.0361,0.0120,0.00391,0.00366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00244
786000,0.5379,0.5379,-6.9770,-6.9243,0.0139,0.0118,1.0536,0.0196,0.0182,0.8225,10.00,0.200,0.570,0.680,0.0707,0.0963,0.0029,0.00122,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00098
786200,0.5379,0.5379,-6.9682,-6.7304,0.0144,0.0102,0.8643,0.0100,0.0118,0.6727,10.00,0.200,0.570,0.680,0.0306,0.0284,0.0125,0.00244,0.00391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00366
786400,0.5379,0.5379,-6.9682,-6.7304,0.0111,0.0118,0.8422,0.0138,0.0222,0.7733,10.00,0.200,0.570,0.680,0.0532,0.0479,0.0076,0.00146,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00122,0.00195
786600,0.5379,0.5379,-7.0178,-6.7598,0.0178,0.0120,0.8210,0.0209,0.0184,0.6159,10.00,0.200,0.570,0.680,0.0434,0.0411,0.0093,0.00195,0.00317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00220
786800,0.5379,0.5379,-7.0178,-6.7598,0.0132,0.0126,0.7785,0.0153,0.0138,0.7364,10.00,0.200,0.570,0.680,0.0413,0.0590,0.0076,0.00220,0.00220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00122
787000,0.5379,0.5379,-7.0178,-6.7598,0.0107,0.0147,0.8882,0.0105,0.0156,0.8207,10.00,0.200,0.570,0.680,0.0384,0.0266,0.0125,0.00269,0.00513,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00317
787200,0.5379,0.5379,-6.9120,-6.7755,0.0251,0.0195,0.6842,0.0181,0.0094,0.7809,10.00,0.200,0.570,0.680,0.0374,0.0285,0.0115,0.00317,0.00317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00342
787400,0.5379,0.5379,-6.9120,-6.7755,0.0120,0.0137,0.6997,0.0206,0.0136,0.8782,10.00,0.200,0.570,0.680,0.0391,0.0345,0.0112,0.00269,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00342
787600,0.5379,0.5379,-6.9553,-6.8487,0.0140,0.0145,0.8320,0.0102,0.0130,0.8987,10.00,0.200,0.570,0.680,0.0356,0.0413,0.0112,0.00342,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00293
787800,0.5379,0.5379,-6.9553,-6.8487,0.0157,0.0158,0.8311,0.0118,0.0121,0.8697,10.00,0.200,0.570,0.680,0.0412,0.0935,0.0068,0.00317,0.00024,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00171,0.00171
788000,0.5379,0.5379,-6.9553,-6.8487,0.0159,0.0118,1.0373,0.0265,0.0157,0.6591,10.00,0.200,0.570,0.680,0.0461,0.0309,0.0093,0.00195,0.00317,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00317
788200,0.5379,0.5379,-7.0178,-6.6437,0.0119,0.0114,0.8899,0.0135,0.0201,0.7316,10.00,0.200,0.570,0.680,0.0528,0.0347,0.0095,0.00195,0.00415,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00269
788400,0.5379,0.5379,-7.0178,-6.6437,0.0153,0.0142,0.9547,0.0077,0.0132,0.7644,10.00,0.200,0.570,0.680,0.0538,0.0452,0.0078,0.00171,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00269
788600,0.5379,0.5379,-6.8869,-6.8051,0.0179,0.0145,0.7819,0.0121,0.0172,0.7390,10.00,0.200,0.570,0.680,0.0404,0.0424,0.0098,0.00244,0.00342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00195,0.00195
788800,0.5379,0.5379,-6.8869,-6.8051,0.0063,0.0139,0.7947,0.0171,0.0129,0.9460,10.00,0.200,0.570,0.680,0.0331,0.0469,0.0076,0.00269,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00146
789000,0.5379,0.5379,-6.8869,-6.8051,0.0127,0.0146,0.8846,0.0213,0.0183,0.6469,10.00,0.200,0.570,0.680,0.0375,0.0447,0.0103,0.00269,0.00293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00244,0.00220
789200,0.5379,0.5379,-7.0788,-6.6392,0.0113,0.0159,0.8069,0.0102,0.0161,0.7788,10.00,0.200,0.570,0.680,0.0302,0.0303,0.0127,0.00269,0.00415,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00269,0.00317
789400,0.5379,0.5379,-7.0788,-6.6392,0.0119,0.0098,0.8824,0.0199,0.0208,0.7304,10.00,0.200,0.570,0.680,0.0445,0.0530,0.0078,0.00073,0.00171,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00317,0.00220
789600,0.5379,0.5379,-7.0410,-6.8794,0.0181,0.0152,0.9902,0.0162,0.0217,0.8608,10.00,0.200,0.570,0.680,0.0572,0.0854,0.0073,0.00171,0.00171,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00220,0.00195
789800,0.5379,0.5379,-7.0410,-6.8794,0.0117,0.0148,0.7785,0.0150,0.0144,0.6854,10.00,0.200,0.570,0.680,0.0249,0.0280,0.0120,0.00342,0.00391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00293,0.00195
790000,0.5379,0.5379,-7.0410,-6.8794,0.0174,0.0134,1.0854,0.0236,0.0359,0.6510,10.00,0.200,0.570,0.680,0.0360,0.0466,0.0107,0.00342,0.00415,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00146,0.00171
790200,0.5379,0.5379,-7.0355,-6.7903,0.0149,0.0119,0.7475,0.0192,0.0116,0.5914,10.00,0.200,0.570,0.680,0.0320,0.0473,0.0100,0.00244,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00269,0.00244
